n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
32000000,1056.4979740448969,1063.333138701867,750.47785,0.0,3726.6375,0.0,2097.47665,2097.47665,0.18797251825911646,1498.9547350366747,1.0064696429381688,3726.6375
