n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
19257800,1741.4903780958364,834.64433501953,1823.15915,238.197,3726.6375,960.93065,2440.4734,1479.5427499999998,0.19019457009184965,1931.170594951828,0.4792701386798004,3488.4404999999997
