filename,mean,std,median,min,max,q25,q75,iqr,sem,rms,sum,abs_mean,cv,peak_to_valley,peak_intensity,beam_pixels_10pct,beam_mean_10pct,beam_std_10pct,power_fraction_10pct
INT SID4 22h15m19s531ms.csv,1058.314516555,1055.0687708392586,772.7438,0.0,3515.5557,0.0,2105.540125,2105.540125,2.6376719270981464,1494.3870883536545,169330322.6488,1058.314516555,0.9969330991260446,3515.5557,3515.5557,96750,1737.6182021901811,818.6696071442658,0.9928201779345716
INT SID4 22h15m19s723ms.csv,1056.5337726075002,1057.3088038815888,759.69335,0.0,3437.3838,0.0,2106.325375,2106.325375,2.643272009703972,1494.7101834599357,169045403.61720002,1056.5337726075002,1.0007335603405985,3437.3838,3437.3838,96904,1732.4873440755798,827.0277688116554,0.9931352760733569
INT SID4 22h15m19s925ms.csv,1071.5837472275,1067.3872558137762,780.4157,0.0,3521.6917,0.0,2134.61065,2134.61065,2.6684681395344403,1512.4814578941398,171453399.5564,1071.5837472275,0.996083841860627,3521.6917,3521.6917,97321,1750.4889775742133,832.7139580491543,0.993618897188795
INT SID4 22h15m20s132ms.csv,1058.459496721875,1048.0102625193347,787.1737,0.0,3402.095,0.0,2107.95435,2107.95435,2.6200256562983366,1489.5150727710445,169353519.4755,1058.459496721875,0.9901278846900583,3402.095,3402.095,97887,1720.9691125011493,813.7392924955894,0.99472691230235
INT SID4 22h15m20s333ms.csv,1069.479939408125,1065.9789207230226,781.53855,0.0,3520.2751,0.0,2125.3588,2125.3588,2.6649473018075565,1509.997118632385,171116790.3053,1069.479939408125,0.9967264288406936,3520.2751,3520.2751,97249,1748.3068449732132,831.5611145170203,0.9935967830126717
INT SID4 22h15m20s533ms.csv,1079.1663413562499,1073.5087183393716,792.42415,0.0,3545.4272,0.0,2141.2143,2141.2143,2.683771795848429,1522.1740235714913,172666614.61699998,1079.1663413562499,0.9947574133846976,3545.4272,3545.4272,97150,1765.8919259567679,833.2478292594424,0.9935701871912958
INT SID4 22h15m20s728ms.csv,1073.71010141875,1068.38203465021,789.4172000000001,0.0,3540.5332,0.0,2135.404825,2135.404825,2.670955086625525,1514.6902059005035,171793616.227,1073.71010141875,0.9950377045335603,3540.5332,3540.5332,97358,1753.523578925204,832.108244018142,0.9937479188482722
INT SID4 22h15m20s924ms.csv,1066.885910393125,1070.5259931430473,767.28305,0.0,3600.167,0.0,2120.43555,2120.43555,2.6763149828576185,1511.3782733413855,170701745.6629,1066.885910393125,1.0034118762976072,3600.167,3600.167,96560,1754.1441560521957,839.0038539135718,0.9922579236119246
INT SID4 22h15m21s127ms.csv,1018.8032575537499,1025.5605745184137,721.1302499999999,0.0,3369.9023,0.0,2040.092075,2040.092075,2.563901436296034,1445.5891518747976,163008521.20859998,1018.8032575537499,1.006632602432866,3369.9023,3369.9023,96433,1677.2906916086815,806.4148238746697,0.9922559389206127
INT SID4 22h15m21s333ms.csv,1042.9598716712499,1044.660155860231,752.08775,0.0,3465.7395,0.0,2071.497975,2071.497975,2.6116503896505776,1476.1684573383468,166873579.46739998,1042.9598716712499,1.0016302489052198,3465.7395,3465.7395,96621,1714.44234368098,815.8278511559186,0.9926744198662149
