filename,mean,std,median,min,max,q25,q75,iqr,sem,rms,sum,abs_mean,cv,peak_to_valley,peak_intensity,beam_pixels_10pct,beam_mean_10pct,beam_std_10pct,power_fraction_10pct
INT SID4 22h15m21s534ms.csv,1052.3150873062498,1057.3690749988978,753.42935,0.0,3543.1992,0.0,2089.6714,2089.6714,2.643422687497244,1491.773915864224,168370413.96899998,1052.3150873062498,1.0048027323314204,3543.1992,3543.1992,96492,1731.5062877948433,829.4992841292809,0.9923151032500389
INT SID4 22h15m21s732ms.csv,1036.7411661449999,1044.9180728720128,733.06235,0.0,3472.3723,0.0,2068.1919749999997,2068.1919749999997,2.612295182180032,1471.964401916071,165878586.58319998,1036.7411661449999,1.0078871245726808,3472.3723,3472.3723,96441,1706.483352990948,823.810219822075,0.9921410860542503
INT SID4 22h15m21s933ms.csv,1068.9869038818752,1073.9516199917234,763.16945,0.0,3625.7346,0.0,2120.883025,2120.883025,2.6848790499793087,1515.2880499028201,171037904.6211,1068.9869038818752,1.0046443189264702,3625.7346,3625.7346,96171,1763.9103385448839,839.2615739777672,0.9918095146452865
INT SID4 22h15m22s123ms.csv,1070.03612513,1071.6153985095893,773.57705,0.0,3613.4956,0.0,2116.94935,2116.94935,2.6790384962739733,1514.3743573366614,171205780.0208,1070.03612513,1.0014759066002528,3613.4956,3613.4956,96676,1757.8435312197441,837.6324050996054,0.9926141582577037
INT SID4 22h15m22s324ms.csv,1059.0814706675,1056.2677446580153,772.05205,0.0,3535.4258,0.0,2102.4401,2102.4401,2.6406693616450383,1495.7767670282512,169453035.3068,1059.0814706675,0.9973432393187728,3535.4258,3535.4258,96776,1738.3849546416468,820.6036281389775,0.9928057179135635
INT SID4 22h15m22s525ms.csv,1054.8742756212498,1056.508385689269,762.0524,0.0,3570.8599,0.0,2088.3335,2088.3335,2.641270964223173,1492.9711082559152,168779884.09939998,1054.8742756212498,1.0015491041025302,3570.8599,3570.8599,96498,1735.417896209248,824.6743127638366,0.9922056591161941
INT SID4 22h15m22s724ms.csv,1071.8351662687498,1069.857826931352,781.52785,0.0,3577.3076,0.0,2116.7367999999997,2116.7367999999997,2.67464456732838,1514.4039222654808,171493626.603,1071.8351662687498,0.9981551833718219,3577.3076,3577.3076,96962,1756.472098092036,834.0766233631895,0.9931042391998764
INT SID4 22h15m22s924ms.csv,1081.467051019375,1082.806575326051,782.18695,0.0,3686.6562,0.0,2124.037225,2124.037225,2.7070164383151276,1530.3704564816576,173034728.1631,1081.467051019375,1.001238617769642,3686.6562,3686.6562,96570,1778.1137769038003,845.3057197429971,0.9923582928032015
INT SID4 22h15m23s127ms.csv,1076.87264747,1071.4765286419815,791.9802500000001,0.0,3566.9419,0.0,2117.7505,2117.7505,2.678691321604954,1519.114701038905,172299623.5952,1076.87264747,0.9949890835831916,3566.9419,3566.9419,97141,1762.260093813117,831.9484761149918,0.9935466149089661
INT SID4 22h15m23s325ms.csv,1067.6750372074998,1056.2350143917547,795.66455,0.0,3530.9192,0.0,2106.4386750000003,2106.4386750000003,2.6405875359793867,1501.850664347375,170828005.95319998,1067.6750372074998,0.9892851079054285,3530.9192,3530.9192,97443,1742.5277326447258,814.9412800483069,0.9939654151241314
INT SID4 22h15m23s524ms.csv,1076.823550036875,1070.0490203888469,795.1601499999999,0.0,3625.519,0.0,2103.7533999999996,2103.7533999999996,2.6751225509721173,1518.0733538497034,172291768.00590003,1076.823550036875,0.9937087839063353,3625.519,3625.519,97047,1763.534076313539,828.2239114414338,0.993348048399731
INT SID4 22h15m23s727ms.csv,1001.409695226875,1018.3364263198074,684.1730500000001,0.0,3452.813,0.0,2010.9995749999998,2010.9995749999998,2.5458410657995185,1428.2240627987778,160225551.2363,1001.409695226875,1.016902903151039,3452.813,3452.813,94808,1672.2374633617417,800.7078187529171,0.9894894303879389
INT SID4 22h15m23s932ms.csv,1092.300013550625,1084.4310345256279,808.6791000000001,0.0,3636.408,0.0,2156.059625,2156.059625,2.7110775863140697,1539.1889547106748,174768002.1681,1092.300013550625,0.9927959544746144,3636.408,3636.408,97343,1784.2888966263624,840.8676869663815,0.9938205615993639
INT SID4 22h15m24s125ms.csv,1072.13544088875,1069.7752501106638,780.22655,0.0,3570.3667,0.0,2128.354475,2128.354475,2.6744381252766596,1514.5581325059009,171541670.5422,1072.13544088875,0.9977986076310185,3570.3667,3570.3667,96916,1757.9159955074497,832.6119014303192,0.993170849287539
INT SID4 22h15m24s328ms.csv,1081.9619437256251,1079.91994136879,788.4897,0.0,3615.5732,0.0,2151.117325,2151.117325,2.699799853421975,1528.6796389424617,173113910.9961,1081.9619437256251,0.9981126855998237,3615.5732,3615.5732,96871,1774.502915673421,840.9354680386072,0.992975497781184
INT SID4 22h15m24s534ms.csv,1082.314069965625,1078.4611666244282,790.14225,0.0,3686.1011,0.0,2146.3033,2146.3033,2.6961529165610703,1527.89887254423,173170251.19450003,1082.314069965625,0.996440124499795,3686.1011,3686.1011,96805,1775.972126455245,836.9583788917081,0.9927974378717097
INT SID4 22h15m24s729ms.csv,1057.6234142681249,1057.7197947534594,763.3089,0.0,3522.4441,0.0,2103.3821,2103.3821,2.6442994868836482,1495.7711918277107,169219746.28289998,1057.6234142681249,1.0000911293037138,3522.4441,3522.4441,96630,1738.5248145306844,823.712780119946,0.9927544303680128
INT SID4 22h15m24s930ms.csv,1070.9713406137503,1072.4171424211422,771.6605999999999,0.0,3632.3152,0.0,2119.793025,2119.793025,2.6810428560528554,1515.6025045452864,171355414.49820003,1070.9713406137503,1.0013499911272719,3632.3152,3632.3152,96529,1761.721980260854,836.5490542273483,0.9924242051562737
INT SID4 22h15m25s127ms.csv,1072.222734195,1075.0970771604023,769.1691000000001,0.0,3660.927,0.0,2131.401025,2131.401025,2.6877426929010055,1518.383381456297,171555637.4712,1072.222734195,1.0026807330918603,3660.927,3660.927,96172,1769.2661527253256,837.2616919881438,0.9918290471128627
INT SID4 22h15m25s333ms.csv,1090.9185753931251,1094.250732172656,780.1936499999999,0.0,3640.4712,0.0,2175.117975,2175.117975,2.73562683043164,1545.1474102311415,174546972.0629,1090.9185753931251,1.0030544504921728,3640.4712,3640.4712,96674,1792.2609724041624,857.4604328471165,0.9926556456319503
INT SID4 22h15m25s533ms.csv,1060.2286926381248,1069.1624326730325,748.8951,0.0,3635.6943,0.0,2107.46545,2107.46545,2.6729060816825814,1505.717783552264,169636590.82209998,1060.2286926381248,1.0084262386944813,3635.6943,3635.6943,95800,1755.1048844655534,837.5816551355408,0.9911720526624443
INT SID4 22h15m25s728ms.csv,1088.58910791125,1088.6354865837422,789.78565,0.0,3675.7273,0.0,2159.42275,2159.42275,2.7215887164593555,1539.527869662414,174174257.2658,1088.58910791125,1.0000426043877844,3675.7273,3675.7273,96616,1789.2145870953052,848.3497329027907,0.9924931460048964
INT SID4 22h15m25s928ms.csv,1071.982579636875,1075.0605054201717,769.8806500000001,0.0,3639.4863,0.0,2129.013675,2129.013675,2.6876512635504293,1518.187905988547,171517212.7419,1071.982579636875,1.0028712460834377,3639.4863,3639.4863,96400,1765.1575675414936,839.9844870637381,0.9920939525006125
INT SID4 22h15m26s123ms.csv,1065.085155955,1061.5351161929275,778.3731,0.0,3577.4924,0.0,2111.2556,2111.2556,2.653837790482319,1503.7473689058943,170413624.95279998,1065.085155955,0.9966668958418726,3577.4924,3577.4924,96991,1745.0257064253385,825.612981049011,0.9931822548741525
INT SID4 22h15m26s334ms.csv,1049.5547453412498,1051.3402437438249,755.36595,0.0,3599.1565,0.0,2084.8004,2084.8004,2.628350609359562,1485.5553047115868,167928759.2546,1049.5547453412498,1.001701196064807,3599.1565,3599.1565,96463,1727.1484990421197,820.6014086408592,0.9921226501203739
INT SID4 22h15m26s530ms.csv,1048.311910709375,1047.5404440856962,763.1801499999999,0.0,3589.5513,0.0,2077.735425,2077.735425,2.6188511102142407,1481.9891989313758,167729905.71350002,1048.311910709375,0.9992640867514729,3589.5513,3589.5513,96522,1724.2621739510164,814.6492519016176,0.9922454367701029
INT SID4 22h15m26s734ms.csv,1059.2318595537502,1062.209561489043,757.6363,0.0,3593.7185,0.0,2102.465925,2102.465925,2.6555239037226075,1500.0847419413467,169477097.52860004,1059.2318595537502,1.002811189928281,3593.7185,3593.7185,96208,1747.252229831199,827.7938647962993,0.991872323629052
INT SID4 22h15m26s924ms.csv,1061.910692913125,1069.10414651103,752.0711,0.0,3614.7341,0.0,2113.9913500000002,2113.9913500000002,2.6727603662775747,1506.8612584316897,169905710.8661,1061.910692913125,1.0067740664501363,3614.7341,3614.7341,96108,1753.0473278239065,838.2034971308002,0.9916198326922506
INT SID4 22h15m27s125ms.csv,1053.477236185,1058.2556646747692,751.2402500000001,0.0,3564.8118,0.0,2095.171475,2095.171475,2.645639161686923,1493.222133364507,168556357.7896,1053.477236185,1.0045358630691181,3564.8118,3564.8118,96303,1736.2748472539795,828.1175107444082,0.9920033798061625
INT SID4 22h15m27s325ms.csv,1093.173528586875,1091.4009566560321,793.7536,0.0,3694.585,0.0,2166.002,2166.002,2.72850239164008,1544.7255313056364,174907764.57389998,1093.173528586875,0.9983785081832935,3694.585,3694.585,96833,1793.3065906374893,850.2154532492606,0.9928161709358014
INT SID4 22h15m27s533ms.csv,1080.9742462924999,1084.6604062556598,776.062,0.0,3709.7676,0.0,2132.1038,2132.1038,2.71165101563915,1531.3347658154637,172955879.40679997,1080.9742462924999,1.0034100349530082,3709.7676,3709.7676,96108,1784.7352732530069,845.105905500429,0.9917404266920583
INT SID4 22h15m27s735ms.csv,1083.24438377625,1086.6250431065891,773.6757,0.0,3651.519,0.0,2138.53645,2138.53645,2.716562607766473,1534.328843363372,173319101.40420002,1083.24438377625,1.0031208648583554,3651.519,3651.519,96500,1782.3297552632125,849.9895608315335,0.9923592955965561
INT SID4 22h15m27s934ms.csv,1079.81336868125,1084.4060580302275,772.48135,0.0,3726.6375,0.0,2140.392275,2140.392275,2.711015145075569,1530.3352770789443,172770138.98900002,1079.81336868125,1.0042532251240652,3726.6375,3726.6375,96131,1781.9258658008341,847.3206290710203,0.9914810302734448
INT SID4 22h15m28s124ms.csv,1095.370822248125,1096.5902990397403,790.0295,0.0,3700.3015,0.0,2168.76505,2168.76505,2.7414757475993508,1549.9483883314715,175259331.5597,1095.370822248125,1.0011133004155721,3700.3015,3700.3015,96593,1800.7700837089644,855.8156384519414,0.9924823012145791
INT SID4 22h15m28s325ms.csv,1068.4667274206251,1072.1702452947727,764.15085,0.0,3611.6404,0.0,2109.8365750000003,2109.8365750000003,2.680425613236932,1513.6588115618806,170954676.3873,1068.4667274206251,1.0034661985994522,3611.6404,3611.6404,96361,1760.1665760037774,837.8609713971631,0.9921425667587073
INT SID4 22h15m28s527ms.csv,1051.1019689612501,1057.0521162997231,749.3098,0.0,3536.5068,0.0,2081.61595,2081.61595,2.6426302907493078,1490.693644661131,168176315.0338,1051.1019689612501,1.0056608659427708,3536.5068,3536.5068,96350,1731.8304593523612,828.8571419373163,0.992184093967478
INT SID4 22h15m28s734ms.csv,1073.699263879375,1079.0490409800018,766.66765,0.0,3663.0022,0.0,2122.5302,2122.5302,2.6976226024500045,1522.2252346243865,171791882.2207,1073.699263879375,1.0049825656779316,3663.0022,3663.0022,95908,1775.9695384639447,840.8894115716066,0.9914885633314063
INT SID4 22h15m28s933ms.csv,1076.477617688125,1073.6451326885783,789.4946,0.0,3621.667,0.0,2115.1792750000004,2115.1792750000004,2.6841128317214458,1520.365327106509,172236418.8301,1076.477617688125,0.9973687469641674,3621.667,3621.667,96858,1765.7320832651922,834.8023647481672,0.992968149724509
INT SID4 22h15m29s134ms.csv,1077.013549886875,1088.2569725282467,754.5056999999999,0.0,3647.5686,0.0,2144.6329499999997,2144.6329499999997,2.720642431320617,1531.0956936132482,172322167.98189998,1077.013549886875,1.0104394440000795,3647.5686,3647.5686,95702,1784.6718026425783,854.1196760027151,0.991147354149118
INT SID4 22h15m29s324ms.csv,1057.4737828275,1070.4677201148959,739.85825,0.0,3632.0955,0.0,2092.231925,2092.231925,2.6761693002872398,1504.707539455213,169195805.25239998,1057.4737828275,1.0122877157792523,3632.0955,3632.0955,95426,1756.5230662146582,840.299415876965,0.9906745020454482
INT SID4 22h15m29s524ms.csv,1048.7070184868749,1056.269264081624,740.63365,0.0,3560.2803,0.0,2081.938675,2081.938675,2.64067316020406,1488.4502664558288,167793122.9579,1048.7070184868749,1.0072110183887768,3560.2803,3560.2803,95930,1734.1516433128324,826.7918778009583,0.9914421056740194
INT SID4 22h15m29s729ms.csv,1065.95515042375,1069.680693435805,764.8072500000001,0.0,3608.9846,0.0,2102.049575,2102.049575,2.6742017335895127,1510.1225173042458,170552824.0678,1065.95515042375,1.0034950279198644,3608.9846,3608.9846,96312,1756.9524911994354,835.201785671595,0.9921595215868816
INT SID4 22h15m29s935ms.csv,1046.4493773675001,1058.089276605866,734.26205,0.0,3581.2627,0.0,2081.56335,2081.56335,2.645223191514665,1488.153963625881,167431900.3788,1046.4493773675001,1.0111232320359795,3581.2627,3581.2627,95779,1732.4808599275414,832.7599002441792,0.9910613443888886
INT SID4 22h15m30s132ms.csv,1061.1183989643748,1070.722198870995,749.0678,0.0,3628.7324,0.0,2105.77905,2105.77905,2.6768054971774875,1507.451862743281,169778943.83429998,1061.1183989643748,1.0090506393216745,3628.7324,3628.7324,95793,1756.635889295669,839.7316320636212,0.9911324569643376
INT SID4 22h15m30s329ms.csv,1062.178272803125,1067.7003777538664,756.7249999999999,0.0,3602.6479,0.0,2103.477925,2103.477925,2.669250944384666,1506.0543333393305,169948523.64850003,1062.178272803125,1.0051988494701247,3602.6479,3602.6479,96120,1753.7222319434043,834.2306762170215,0.9918755239265523
INT SID4 22h15m30s525ms.csv,1047.179620906875,1054.962950798051,741.7321999999999,0.0,3553.3105,0.0,2066.877875,2066.877875,2.6374073769951276,1486.4471164765753,167548739.3451,1047.179620906875,1.0074326598186036,3553.3105,3553.3105,96100,1729.1935780166493,827.3551433980263,0.9918039580418954
INT SID4 22h15m30s729ms.csv,1029.287806189375,1044.5091975668045,716.9086,0.0,3590.9907,0.0,2043.600075,2043.600075,2.611272993917011,1466.433098721226,164686048.9903,1029.287806189375,1.014788275238372,3590.9907,3590.9907,94901,1717.530054339786,818.8671470847104,0.9897336215558881
INT SID4 22h15m30s926ms.csv,1063.4290492431248,1073.6113975782878,752.7171000000001,0.0,3668.3098,0.0,2085.53035,2085.53035,2.6840284939457195,1511.130560797175,170148647.8789,1063.4290492431248,1.0095750142827198,3668.3098,3668.3098,95550,1764.5210738283624,839.946287163874,0.990898198170213
INT SID4 22h15m31s134ms.csv,1045.6446093518748,1045.652835287336,758.7266999999999,0.0,3563.6604,0.0,2059.373275,2059.373275,2.6141320882183403,1478.7682939948725,167303137.49629998,1045.6446093518748,1.000007866855896,3563.6604,3563.6604,96294,1723.8912357665067,811.071477408891,0.9922132073618236
INT SID4 22h15m31s328ms.csv,1046.233097389375,1053.8516043480806,742.4824000000001,0.0,3568.9365,0.0,2073.796425,2073.796425,2.6346290108702015,1484.9915679188093,167397295.5823,1046.233097389375,1.0072818447224763,3568.9365,3568.9365,95815,1732.0812147127278,823.4422051756192,0.9914100524169278
INT SID4 22h15m31s529ms.csv,1057.4251802281249,1056.7192456496218,770.6179,0.0,3616.0337,0.0,2078.6881249999997,2078.6881249999997,2.6417981141240547,1494.9236090213817,169188028.8365,1057.4251802281249,0.9993324023375804,3616.0337,3616.0337,96360,1741.9875978663345,819.885077308738,0.9921383095763507
INT SID4 22h15m31s735ms.csv,1068.8675736906248,1071.6382649993088,768.7241,0.0,3602.5237,0.0,2113.24325,2113.24325,2.679095662498272,1513.5650906203023,171018811.7905,1068.8675736906248,1.0025921745376898,3602.5237,3602.5237,96502,1758.8000264512652,837.2677466070586,0.9924505870179849
INT SID4 22h15m31s925ms.csv,1067.512348200625,1068.8307844641322,774.5074500000001,0.0,3607.7153,0.0,2098.795225,2098.795225,2.6720769611603306,1510.620640459986,170801975.7121,1067.512348200625,1.001235054812929,3607.7153,3607.7153,96573,1755.444966899651,833.8488168377214,0.9925446475757025
INT SID4 22h15m32s128ms.csv,1080.18814589,1080.4919542425102,787.4440999999999,0.0,3680.1995,0.0,2115.7625000000003,2115.7625000000003,2.7012298856062755,1527.8291779715362,172830103.3424,1080.18814589,1.000281255032899,3680.1995,3680.1995,96646,1775.0546158402828,842.4327606470611,0.9926044426567991
INT SID4 22h15m32s327ms.csv,1055.64122527875,1054.1468362720616,772.367,0.0,3530.7737,0.0,2085.3047500000002,2085.3047500000002,2.635367090680154,1491.843491714434,168902596.0446,1055.64122527875,0.9985843779392997,3530.7737,3530.7737,96863,1731.4302141684645,821.5049616080133,0.9929481770115273
INT SID4 22h15m32s527ms.csv,1054.103177479375,1059.4203569020144,753.87495,0.0,3558.071,0.0,2082.544275,2082.544275,2.6485508922550363,1494.4892059057092,168656508.3967,1054.103177479375,1.0050442684703342,3558.071,3558.071,96187,1739.4646484368989,827.9807936217992,0.9920393095394695
INT SID4 22h15m32s734ms.csv,1025.148987183125,1037.5438235041813,719.7049999999999,0.0,3549.2573,0.0,2036.06075,2036.06075,2.593859558760453,1458.5681004008184,164023837.9493,1025.148987183125,1.0120907658067473,3549.2573,3549.2573,95326,1704.0663889085874,813.7513039549319,0.9903550277814558
INT SID4 22h15m32s935ms.csv,1038.06949265875,1047.5022753096132,736.1524,0.0,3514.0051,0.0,2061.200475,2061.200475,2.618755688274033,1474.7346983394186,166091118.8254,1038.06949265875,1.0090868508491686,3514.0051,3514.0051,95999,1715.5490732913881,823.113511916717,0.9915701492746769
INT SID4 22h15m33s124ms.csv,1055.92642646375,1068.4216737456245,742.7679499999999,0.0,3649.6692,0.0,2081.8114,2081.8114,2.671054184364061,1502.164557065387,168948228.2342,1055.92642646375,1.0118334449907838,3649.6692,3649.6692,95477,1752.97459327482,838.8464637368392,0.9906511420178347
INT SID4 22h15m33s329ms.csv,1036.474633918125,1041.011321856025,743.4404,0.0,3581.188,0.0,2051.6578250000002,2051.6578250000002,2.6025283046400625,1469.0056044258522,165835941.4269,1036.474633918125,1.0043770371116072,3581.188,3581.188,96115,1710.8175569963066,813.1371438537096,0.9915536286998592
INT SID4 22h15m33s525ms.csv,1023.417205086875,1032.6968340457581,723.7411999999999,0.0,3461.0215,0.0,2023.511275,2023.511275,2.5817420851143953,1453.9046947182503,163746752.8139,1023.417205086875,1.0090672981778672,3461.0215,3461.0215,95884,1693.26041607046,810.0403586729395,0.9915102372687662
INT SID4 22h15m33s735ms.csv,1047.05895481,1054.5172213494113,745.2982999999999,0.0,3552.072,0.0,2071.42465,2071.42465,2.6362930533735285,1486.0457849370691,167529432.76959997,1047.05895481,1.0071230626557832,3552.072,3552.072,95981,1730.8571018378639,825.3853565206496,0.9916430369580168
INT SID4 22h15m33s929ms.csv,1037.367761613125,1048.564972188193,731.5788,0.0,3600.6948,0.0,2062.1113,2062.1113,2.6214124304704827,1474.9961023443827,165978841.8581,1037.367761613125,1.0107938678927666,3600.6948,3600.6948,95358,1723.8907651733466,820.8639260302402,0.9904080167395004
INT SID4 22h15m34s136ms.csv,1044.835624713125,1052.8817990546502,742.10105,0.0,3557.1812,0.0,2077.54065,2077.54065,2.6322044976366255,1483.3187914098928,167173699.9541,1044.835624713125,1.0077008996929382,3557.1812,3557.1812,95791,1730.0648676138676,823.1841232452504,0.9913320323657496
INT SID4 22h15m34s324ms.csv,1057.1389047874998,1067.7753375878435,747.2143,0.0,3639.1768,0.0,2089.817475,2089.817475,2.6694383439696088,1502.5577225767656,169142224.76599997,1057.1389047874998,1.0100615281039922,3639.1768,3639.1768,95682,1751.8270910432475,837.7031875993418,0.9909903925947041
INT SID4 22h15m34s525ms.csv,1028.747072298125,1044.4668990410958,713.64,0.0,3592.7454,0.0,2048.8263,2048.8263,2.611167247602739,1466.0234731272521,164599531.5677,1028.747072298125,1.0152805555089972,3592.7454,3592.7454,94852,1717.0514294342763,819.6647850055033,0.9894667416942987
INT SID4 22h15m34s730ms.csv,1024.562631429375,1031.4831443466653,727.52385,0.0,3413.6121,0.0,2039.0375749999998,2039.0375749999998,2.5787078608666634,1453.8498591871644,163930021.0287,1024.562631429375,1.0067546021150846,3413.6121,3413.6121,96477,1686.2049867491733,811.4717899674063,0.9923746577090895
INT SID4 22h15m34s935ms.csv,1033.1127669693751,1048.825976567364,715.42285,0.0,3514.1316,0.0,2061.8685,2061.8685,2.62206494141841,1472.1925971737007,165298042.71510002,1033.1127669693751,1.0152095783736006,3514.1316,3514.1316,95394,1716.1888566576513,827.7302228660632,0.99041777569121
INT SID4 22h15m35s135ms.csv,1048.2716353637502,1063.8552161440819,726.08755,0.0,3617.397,0.0,2088.521075,2088.521075,2.6596380403602047,1493.5375016217893,167723461.65820003,1048.2716353637502,1.0148659758163954,3617.397,3617.397,95267,1743.135913107372,838.2801314757152,0.9901019654150522
INT SID4 22h15m35s335ms.csv,1028.6690896549999,1041.2739780748034,717.75815,0.0,3497.3513,0.0,2052.1172,2052.1172,2.6031849451870084,1463.6956025265342,164587054.3448,1028.6690896549999,1.0122535891732005,3497.3513,3497.3513,95683,1704.7475313754796,819.7636861083628,0.9910582499573941
INT SID4 22h15m35s525ms.csv,1034.356364215625,1047.7326066541852,721.6121,0.0,3589.8694,0.0,2057.45895,2057.45895,2.619331516635463,1472.2872825444585,165497018.2745,1034.356364215625,1.0129319477322527,3589.8694,3589.8694,95300,1719.5340968740818,823.1017564923721,0.9901785611647455
INT SID4 22h15m35s724ms.csv,1053.850871201875,1067.1719518000093,735.579,0.0,3577.8254,0.0,2091.0396,2091.0396,2.6679298795000235,1499.8168273465099,168616139.3923,1053.850871201875,1.0126403848610395,3577.8254,3577.8254,95794,1744.7941241998453,841.6621265713749,0.9912503567925515
INT SID4 22h15m35s931ms.csv,1050.996441736875,1066.196054476853,731.95015,0.0,3613.2336,0.0,2085.166,2085.166,2.665490136192133,1497.1173775919892,168159430.67790002,1050.996441736875,1.014462097240651,3613.2336,3613.2336,95373,1746.4248530779153,839.8188434655323,0.9904991759376242
INT SID4 22h15m36s135ms.csv,1037.2513209887502,1045.9501443336042,734.4331999999999,0.0,3488.6973,0.0,2056.346325,2056.346325,2.6148753608340103,1473.0564041309624,165960211.3582,1037.2513209887502,1.0083864181889506,3488.6973,3488.6973,96200,1711.2545481112265,822.5842949790338,0.9919406957911545
INT SID4 22h15m36s332ms.csv,1039.188903539375,1049.3932962024255,729.8734,0.0,3444.3262,0.0,2072.710025,2072.710025,2.6234832405060637,1476.8659332145373,166270224.56629997,1039.188903539375,1.0098195743125187,3444.3262,3444.3262,96020,1717.354258571131,825.3363898898511,0.9917611907852223
INT SID4 22h15m36s529ms.csv,1034.116568810625,1050.3025940611446,713.79,0.0,3448.9753,0.0,2062.899775,2062.899775,2.6257564851528614,1473.94902299337,165458651.0097,1034.116568810625,1.015652031636177,3448.9753,3448.9753,95594,1715.5280244889848,830.0494096448475,0.9911490573157512
INT SID4 22h15m36s725ms.csv,1054.3350066300002,1061.9212559152213,746.6227,0.0,3550.6782,0.0,2096.1973,2096.1973,2.6548031397880534,1496.4264138240585,168693601.06080002,1054.3350066300002,1.0071952929927541,3550.6782,3550.6782,96113,1740.8236937771167,832.5887558631598,0.9918324502403418
