n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
19257800,0.010299816718420588,0.7172211755849098,-0.0277,-3.5342,3.8521,-0.4972,0.4874,0.9845999999999999,0.0001634367687261078,0.717295109575031,69.63436293313545,7.3863
