n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
32000000,-2.4493256249999773e-05,0.6000894320658792,0.0,-22.1176,12.7036,-0.2276,0.1687,0.3963,0.0001060818266830418,0.6000894231893401,24500.189008788726,34.8212
