n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
32000000,3.5907421874999616e-05,0.5208626312953114,0.0,-13.0233,24.2113,-0.1876,0.1467,0.3343,9.207637466389578e-05,0.5208626243945323,14505.709115035366,37.2346
