n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
19257800,-0.023746410052030865,0.6134391387608146,-0.0353,-6.0427,3.2566,-0.4473,0.3828,0.8301,0.00013978743804856424,0.6138985660623759,25.832921161172255,9.2993
