n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
19257800,0.8390648407762049,0.43284399535719886,0.793,0.0,6.5944,0.5156,1.1079,0.5923000000000002,9.863432142251907e-05,0.9441311993652428,0.5158647750706206,6.5944
