filename,mean,std,median,min,max,q25,q75,iqr,sem,rms,sum,abs_mean,cv,peak_to_valley
GRA SID4 22h15m34s525ms_GMod.csv,0.557210876875,0.576083705634416,0.4791,0.0,16.7735,0.0,0.9439249999999999,0.9439249999999999,0.00144020926408604,0.801470101128272,89153.7403,0.557210876875,1.0338701729302673,16.7735
GRA SID4 22h15m34s730ms_GMod.csv,0.55596026375,0.5747991499666844,0.4785,0.0,12.5259,0.0,0.9403,0.9403,0.0014369978749167109,0.7996773178654626,88953.6422,0.55596026375,1.0338853105950065,12.5259
GRA SID4 22h15m34s935ms_GMod.csv,0.551876436875,0.5730852959609891,0.4707,0.0,17.0412,0.0,0.9341250000000001,0.9341250000000001,0.0014327132399024728,0.795608135552492,88300.2299,0.551876436875,1.0384304486798637,17.0412
GRA SID4 22h15m35s135ms_GMod.csv,0.5554083000000001,0.5729177122234842,0.4784,0.0,18.1971,0.0,0.9417,0.9417,0.0014322942805587106,0.7979417480125821,88865.32800000001,0.5554083000000001,1.031525298095928,18.1971
GRA SID4 22h15m35s335ms_GMod.csv,0.552664153125,0.5706011398063614,0.4749,0.0,10.2192,0.0,0.9359,0.9359,0.0014265028495159034,0.7943684862753007,88426.26449999999,0.552664153125,1.0324554914207944,10.2192
GRA SID4 22h15m35s525ms_GMod.csv,0.55211737,0.5741839512934597,0.47315,0.0,17.6824,0.0,0.9348,0.9348,0.0014354598782336493,0.7965668456781421,88338.7792,0.55211737,1.0399671926503955,17.6824
GRA SID4 22h15m35s724ms_GMod.csv,0.5526187081249999,0.5729192437702872,0.4756,0.0,17.5035,0.0,0.936,0.936,0.001432298109425718,0.7960036714577312,88418.99329999999,0.5526187081249999,1.0367351581583784,17.5035
GRA SID4 22h15m35s931ms_GMod.csv,0.5527661500000001,0.574454222954616,0.4738,0.0,16.1105,0.0,0.9357,0.9357,0.00143613555738654,0.7972113950332591,88442.584,0.5527661500000001,1.0392355301669192,16.1105
GRA SID4 22h15m36s135ms_GMod.csv,0.5541643175000001,0.5744005016282071,0.4774,0.0,20.9115,0.0,0.9378,0.9378,0.0014360012540705178,0.7981428224079792,88666.29080000002,0.5541643175000001,1.0365165772824603,20.9115
GRA SID4 22h15m36s332ms_GMod.csv,0.55242157875,0.5711415149530987,0.4758,0.0,16.2655,0.0,0.9369,0.9369,0.0014278537873827469,0.7945880643485183,88387.45259999999,0.55242157875,1.0338870473605026,16.2655
GRA SID4 22h15m36s529ms_GMod.csv,0.554164954375,0.5753329130634905,0.4748,0.0,16.8257,0.0,0.9368,0.9368,0.0014383322826587264,0.7988145521407409,88666.3927,0.554164954375,1.038197938213769,16.8257
GRA SID4 22h15m36s725ms_GMod.csv,0.553592606875,0.5708231773493022,0.4763,0.0,16.2788,0.0,0.9395,0.9395,0.0014270579433732556,0.7951740926938186,88574.8171,0.553592606875,1.0311250010554454,16.2788
GRA SID4 22h15m36s926ms_GMod.csv,0.5534045675,0.5718877695389795,0.4756,0.0,16.5979,0.0,0.9391,0.9391,0.0014297194238474488,0.7958078864779489,88544.7308,0.5534045675,1.0333990774984814,16.5979
GRA SID4 22h15m37s136ms_GMod.csv,0.556253748125,0.5757791285045696,0.4783,0.0,16.4968,0.0,0.9434,0.9434,0.001439447821261424,0.8005858886556536,89000.59969999999,0.556253748125,1.0351015709006006,16.4968
GRA SID4 22h15m37s331ms_GMod.csv,0.55434054875,0.5711905194413973,0.4785,0.0,14.7283,0.0,0.9396,0.9396,0.0014279762986034933,0.7959585506619519,88694.4878,0.55434054875,1.0303964245956072,14.7283
GRA SID4 22h15m37s536ms_GMod.csv,0.5552845981250001,0.5731653768493892,0.4772,0.0,15.8159,0.0,0.9418,0.9418,0.0014329134421234729,0.7980335086278098,88845.53570000001,0.5552845981250001,1.0322011069345953,15.8159
GRA SID4 22h15m37s735ms_GMod.csv,0.55242994375,0.5718618626576781,0.4729,0.0,15.6389,0.0,0.937,0.937,0.0014296546566441954,0.7951118089938672,88388.791,0.55242994375,1.0351753541358302,15.6389
GRA SID4 22h15m37s925ms_GMod.csv,0.554324689375,0.5718154492976056,0.4776,0.0,14.6159,0.0,0.9411,0.9411,0.001429538623244014,0.796396085955624,88691.9503,0.554324689375,1.0315532760074153,14.6159
GRA SID4 22h15m38s130ms_GMod.csv,0.553257705625,0.5726321035478722,0.47655000000000003,0.0,16.999,0.0,0.938025,0.938025,0.0014315802588696805,0.7962408966042015,88521.2329,0.553257705625,1.0350187583920778,16.999
GRA SID4 22h15m38s330ms_GMod.csv,0.5550696268749999,0.5708019752929903,0.4782,0.0,9.603,0.0,0.943,0.943,0.0014270049382324756,0.7961878856993728,88811.1403,0.5550696268749999,1.028343017984129,9.603
GRA SID4 22h15m38s533ms_GMod.csv,0.550922355625,0.5642988947026917,0.4762,0.0,8.7456,0.0,0.9382,0.9382,0.0014107472367567292,0.7886359707002416,88147.5769,0.550922355625,1.0242802618918818,8.7456
GRA SID4 22h15m38s736ms_GMod.csv,0.5510613975,0.5684142847452608,0.4743,0.0,17.3036,0.0,0.9365,0.9365,0.001421035711863152,0.7916826659556372,88169.8236,0.5510613975,1.0314899343756505,17.3036
GRA SID4 22h15m38s936ms_GMod.csv,0.55374110625,0.5721772888898494,0.4772,0.0,16.5099,0.0,0.9397249999999999,0.9397249999999999,0.0014304432222246235,0.7962499711174249,88598.57699999999,0.55374110625,1.0332938668101925,16.5099
GRA SID4 22h15m39s130ms_GMod.csv,0.55304385375,0.5701242351524101,0.4756,0.0,16.069,0.0,0.9387,0.9387,0.001425310587881025,0.7942903223434741,88487.01659999999,0.55304385375,1.0308843164706796,16.069
GRA SID4 22h15m39s325ms_GMod.csv,0.5538707549999999,0.571972632710306,0.4755,0.0,17.4015,0.0,0.941025,0.941025,0.0014299315817757649,0.7961931054144465,88619.32079999999,0.5538707549999999,1.032682494148429,17.4015
GRA SID4 22h15m39s535ms_GMod.csv,0.55287954,0.5706178603807714,0.4752,0.0,10.5402,0.0,0.9373,0.9373,0.0014265446509519287,0.7945303602169649,88460.7264,0.55287954,1.0320835174688132,10.5402
GRA SID4 22h15m39s735ms_GMod.csv,0.5521005787500001,0.5703052382147604,0.4757,0.0,16.1843,0.0,0.9364,0.9364,0.0014257630955369011,0.7937638697943332,88336.0926,0.5521005787500001,1.0329734475282462,16.1843
