n,mean,std,median,min,max,q25,q75,iqr,sem,rms,cv,peak_to_valley
32000000,0.552699469146875,0.5709014675060093,0.4759,0.0,26.3027,0.0,0.9378,0.9378,0.00010092207476571266,0.7946100796053919,1.0329329036378438,26.3027
